Date,Price,Open,High,Low,Vol.,Change %
03/27/2020,131.3,138.43,140.99,130.20,1.36M,-5.09%
03/28/2020,130.89,131.32,132.80,125.05,1.54M,-0.31%
03/29/2020,124.43,130.95,131.73,124.00,821.78K,-4.94%
03/30/2020,132.01,124.47,135.00,124.13,1.20M,6.10%
03/31/2020,132.8,132.04,134.91,130.43,911.56K,0.60%
04/01/2020,135.6,132.79,136.63,128.76,881.05K,2.10%
04/02/2020,141.32,135.65,149.41,135.10,1.55M,4.22%
04/03/2020,141.35,141.26,146.58,137.90,1.34M,0.03%
04/04/2020,144.05,141.31,146.12,139.02,867.66K,1.91%
04/05/2020,142.63,144.13,145.52,140.85,757.45K,-0.98%
04/06/2020,171.38,142.64,171.67,142.61,2.22M,20.15%
04/07/2020,164.62,171.30,176.07,162.63,2.34M,-3.94%
04/08/2020,173.1,164.59,174.39,163.61,1.68M,5.15%
